date,status,file,size_bytes,error
2008-03-26,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.26.npy,7900,
2008-03-27,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.27.npy,7900,
2008-03-28,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.28.npy,7900,
2008-03-29,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.29.npy,7900,
2008-03-30,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.30.npy,7900,
2008-03-31,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.31.npy,7900,
2008-04-01,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.01.npy,7900,
2008-04-02,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.02.npy,7900,
2008-04-03,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.03.npy,7900,
2008-04-04,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.04.npy,7900,
2008-04-05,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.05.npy,7900,
2008-04-06,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.06.npy,7900,
2008-04-07,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.07.npy,7900,
2008-04-08,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.08.npy,7900,
2008-04-09,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.09.npy,7900,
2008-04-10,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.10.npy,7900,
2008-04-11,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.11.npy,7900,
2008-04-12,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.12.npy,7900,
2008-04-13,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.13.npy,7900,
2008-04-14,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.14.npy,7900,
2008-04-15,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.15.npy,7900,
2008-04-16,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.16.npy,7900,
2008-04-17,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.17.npy,7900,
2008-04-18,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.18.npy,7900,
2008-04-19,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.19.npy,7900,
2008-04-20,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.20.npy,7900,
2008-04-21,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.21.npy,7900,
2008-04-22,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.22.npy,7900,
2008-04-23,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.23.npy,7900,
2008-04-24,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.24.npy,7900,
2008-04-25,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.25.npy,7900,
2008-04-26,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.26.npy,7900,
2008-04-27,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.27.npy,7900,
2008-04-28,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.28.npy,7900,
2008-04-29,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.29.npy,7900,
2008-04-30,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.04.30.npy,7900,
2008-05-01,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.05.01.npy,7900,
2008-05-02,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.05.02.npy,7900,
2008-05-03,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.05.03.npy,7900,
2008-05-04,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.05.04.npy,7900,
2008-05-05,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.05.05.npy,7900,
2008-05-06,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.05.06.npy,7900,
2008-05-07,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.05.07.npy,7900,
2008-05-08,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.05.08.npy,7900,
